Trial,Normal_FFT,Optimized_FFT
1,100.3716519699259249,64.4577617192106
2,74.73767988358665,7.724299397087749
3,50.4861326467068685,33.30159724246881
4,13.040526422634038,10.53721381637438
5,2.11404144119351509,0.11496984856882536

Return_to_A_Normal,8.039504061779471
Return_to_A_Optimized,1.8871794574491987
